scenario,seed,episode,nodes,source_nodes,edges,density,average_degree,average_clustering_coefficient,graph_connected,average_shortest_path_length,effective_diameter,ego_component_size,ego_component_fraction,ego_degree,ego_degree_centrality,ego_betweenness_centrality,candidate_sources_within_1_hop,candidate_sources_within_2_hop,candidate_sources_within_3_hop,candidate_sources_within_4_hop,edge_count_OOR,edge_count_CLOR,edge_count_CWOR,edge_count_SOR,edge_count_POR,node_type_count_ego_device,node_type_count_environmental_sensor,node_type_count_infrastructure_sensor,node_type_count_opportunistic_object,node_type_count_personal_device,node_type_count_vehicle_sensor,node_type_count_wearable,capability_count_place,capability_count_activity,capability_count_env_load,capability_count_resource_state,graph_size,scalability_episodes,scalability_seeds
degraded_ego,13,0,61,60,105,0.05737704918032787,3.442622950819672,0.0524199843871975,True,3.389617486338798,5.0,61,1.0,6,0.1,0.10763249932741452,6,30,53,60,3,13,32,35,22,1,16,14,19,2,8,1,41,18,42,20,60,12,"7,11,13"
ambiguous_local_context,13,0,61,60,89,0.048633879781420766,2.918032786885246,0.007103825136612022,True,3.7994535519125683,5.099999999999909,61,1.0,5,0.08333333333333333,0.2329800833190664,5,29,52,60,4,15,31,21,18,1,16,14,19,2,8,1,42,17,38,22,60,12,"7,11,13"
noisy_untrusted_external,13,0,61,60,98,0.053551912568306013,3.2131147540983607,0.023965651834504293,True,3.6715846994535517,5.0,61,1.0,6,0.1,0.16426056993853597,6,30,53,60,3,13,34,25,23,1,16,14,19,2,8,1,40,19,34,23,60,12,"7,11,13"
nominal,13,1,61,60,100,0.0546448087431694,3.278688524590164,0.042622950819672135,True,3.5650273224043714,5.0,61,1.0,6,0.1,0.21878113725571352,6,30,53,60,3,14,31,26,26,1,16,14,19,2,8,1,39,16,42,13,60,12,"7,11,13"
degraded_ego,13,1,61,60,102,0.05573770491803279,3.3442622950819674,0.026775956284153003,True,3.5415300546448085,5.0,61,1.0,8,0.13333333333333333,0.24755072924564447,8,32,55,60,3,13,32,30,24,1,16,14,19,2,8,1,36,20,38,20,60,12,"7,11,13"
ambiguous_local_context,13,1,61,60,91,0.04972677595628415,2.9836065573770494,0.04371584699453552,True,3.8398907103825137,6.0,61,1.0,8,0.13333333333333333,0.38426184769405114,8,32,55,60,3,15,31,20,22,1,16,14,19,2,8,1,37,16,35,18,60,12,"7,11,13"
noisy_untrusted_external,13,1,61,60,97,0.053005464480874315,3.180327868852459,0.029742388758782202,True,3.6562841530054646,5.0,61,1.0,7,0.11666666666666667,0.23193563968987704,7,31,54,60,3,16,30,27,21,1,16,14,19,2,8,1,39,24,39,22,60,12,"7,11,13"
nominal,13,2,61,60,97,0.053005464480874315,3.180327868852459,0.02459016393442623,True,3.6721311475409837,5.0,61,1.0,7,0.11666666666666667,0.30533519211485327,7,31,54,60,3,11,28,27,28,1,16,14,19,2,8,1,37,16,37,21,60,12,"7,11,13"
degraded_ego,13,2,61,60,104,0.05683060109289618,3.4098360655737703,0.026854020296643247,True,3.4775956284153007,5.0,61,1.0,6,0.1,0.12439247193484482,6,30,53,60,3,18,30,26,27,1,16,14,19,2,8,1,44,20,40,17,60,12,"7,11,13"
ambiguous_local_context,13,2,61,60,84,0.04590163934426229,2.7540983606557377,0.00819672131147541,True,4.0224043715847,6.0,61,1.0,7,0.11666666666666667,0.4704587032553133,7,31,54,60,5,9,25,23,22,1,16,14,19,2,8,1,39,18,32,19,60,12,"7,11,13"
noisy_untrusted_external,13,2,61,60,90,0.04918032786885246,2.9508196721311477,0.029742388758782202,True,3.83551912568306,6.0,61,1.0,6,0.1,0.28497444175410275,6,30,53,60,3,10,34,26,17,1,16,14,19,2,8,1,42,12,44,22,60,12,"7,11,13"
nominal,13,3,61,60,95,0.05191256830601093,3.1147540983606556,0.023497267759562842,True,3.591803278688525,5.0,61,1.0,6,0.1,0.2230864944847995,6,30,53,60,3,15,31,23,23,1,16,14,19,2,8,1,38,12,39,28,60,12,"7,11,13"
degraded_ego,13,3,61,60,103,0.05628415300546448,3.377049180327869,0.026151444184231067,True,3.4508196721311477,5.0,61,1.0,8,0.13333333333333333,0.23632092954126854,8,32,55,60,3,23,30,24,23,1,16,14,19,2,8,1,39,19,38,17,60,12,"7,11,13"
ambiguous_local_context,13,3,61,60,93,0.05081967213114754,3.0491803278688523,0.014754098360655736,True,3.8114754098360657,6.0,61,1.0,6,0.1,0.2938592951304816,6,30,53,60,3,9,35,21,25,1,16,14,19,2,8,1,50,13,34,28,60,12,"7,11,13"
noisy_untrusted_external,13,3,61,60,100,0.0546448087431694,3.278688524590164,0.03013270882123341,True,3.5060109289617487,5.0,61,1.0,7,0.11666666666666667,0.15027343654462302,7,31,54,60,3,9,28,30,30,1,16,14,19,2,8,1,34,16,36,24,60,12,"7,11,13"
nominal,13,4,61,60,105,0.05737704918032787,3.442622950819672,0.028311215196461095,True,3.3737704918032785,5.0,61,1.0,5,0.08333333333333333,0.08775221953188053,5,29,52,60,3,15,33,31,23,1,16,14,19,2,8,1,41,20,37,22,60,12,"7,11,13"
degraded_ego,13,4,61,60,96,0.05245901639344262,3.1475409836065573,0.007103825136612022,True,3.4939890710382513,5.0,61,1.0,7,0.11666666666666667,0.17654747637798476,7,31,54,60,3,12,28,30,23,1,16,14,19,2,8,1,37,18,41,22,60,12,"7,11,13"
ambiguous_local_context,13,4,61,60,91,0.04972677595628415,2.9836065573770494,0.03864168618266979,True,3.8136612021857923,6.0,61,1.0,7,0.11666666666666667,0.3192978208232445,7,31,54,60,4,12,31,21,23,1,16,14,19,2,8,1,44,17,39,17,60,12,"7,11,13"
noisy_untrusted_external,13,4,61,60,99,0.054098360655737705,3.2459016393442623,0.04590163934426229,True,3.577049180327869,5.0,61,1.0,7,0.11666666666666667,0.18655367231638428,7,31,54,60,4,22,28,21,24,1,16,14,19,2,8,1,41,18,41,15,60,12,"7,11,13"
nominal,13,5,61,60,99,0.054098360655737705,3.2459016393442623,0.016315378610460576,True,3.6349726775956284,5.0,61,1.0,6,0.1,0.22848483262241984,6,30,53,60,4,15,36,19,25,1,16,14,19,2,8,1,35,14,34,24,60,12,"7,11,13"
degraded_ego,13,5,61,60,90,0.04918032786885246,2.9508196721311477,0.04344262295081967,True,3.776502732240437,5.0,61,1.0,5,0.08333333333333333,0.16513989776701643,5,29,52,60,3,14,30,20,23,1,16,14,19,2,8,1,42,20,37,25,60,12,"7,11,13"
ambiguous_local_context,13,5,61,60,91,0.04972677595628415,2.9836065573770494,0.01366120218579235,True,3.7601092896174864,5.0,61,1.0,6,0.1,0.2893240516545602,6,30,53,60,4,11,31,27,18,1,16,14,19,2,8,1,40,21,39,30,60,12,"7,11,13"
noisy_untrusted_external,13,5,61,60,97,0.053005464480874315,3.180327868852459,0.004371584699453552,True,3.558469945355191,5.0,61,1.0,8,0.13333333333333333,0.2650168318812388,8,32,55,60,3,16,28,22,28,1,16,14,19,2,8,1,36,16,35,29,60,12,"7,11,13"
nominal,13,6,61,60,101,0.055191256830601096,3.3114754098360657,0.04691647150663544,True,3.5475409836065572,5.0,61,1.0,6,0.1,0.18389765288070373,6,30,53,60,6,17,29,28,21,1,16,14,19,2,8,1,41,16,39,20,60,12,"7,11,13"
degraded_ego,13,6,61,60,88,0.048087431693989074,2.8852459016393444,0.031147540983606555,True,3.880327868852459,6.0,61,1.0,8,0.13333333333333333,0.4482095776163574,8,32,55,60,3,12,28,20,25,1,16,14,19,2,8,1,39,18,42,20,60,12,"7,11,13"
ambiguous_local_context,13,6,61,60,96,0.05245901639344262,3.1475409836065573,0.038836846213895396,True,3.6366120218579234,5.0,61,1.0,5,0.08333333333333333,0.16815375302663443,5,29,52,60,3,14,26,29,24,1,16,14,19,2,8,1,43,16,39,21,60,12,"7,11,13"
noisy_untrusted_external,13,6,61,60,89,0.048633879781420766,2.918032786885246,0.029742388758782202,True,3.7868852459016393,6.0,61,1.0,7,0.11666666666666667,0.3006003945834454,7,31,54,60,3,9,29,23,25,1,16,14,19,2,8,1,44,17,41,21,60,12,"7,11,13"
nominal,13,7,61,60,91,0.04972677595628415,2.9836065573770494,0.0,True,3.7688524590163937,5.0,61,1.0,6,0.1,0.23549614384360149,6,30,53,60,5,10,27,24,25,1,16,14,19,2,8,1,38,17,44,21,60,12,"7,11,13"
degraded_ego,13,7,61,60,97,0.053005464480874315,3.180327868852459,0.04473067915690867,True,3.6540983606557376,5.0,61,1.0,7,0.11666666666666667,0.26545719503346626,7,31,54,60,3,12,30,22,30,1,16,14,19,2,8,1,39,17,38,20,60,12,"7,11,13"
ambiguous_local_context,13,7,61,60,102,0.05573770491803279,3.3442622950819674,0.03715846994535519,True,3.5617486338797812,5.0,61,1.0,8,0.13333333333333333,0.24372459461442514,8,32,55,60,3,12,29,31,27,1,16,14,19,2,8,1,40,19,40,25,60,12,"7,11,13"
noisy_untrusted_external,13,7,61,60,104,0.05683060109289618,3.4098360655737703,0.027049180327868853,True,3.4185792349726776,5.0,61,1.0,6,0.1,0.10642818418242142,6,30,53,60,3,12,39,31,19,1,16,14,19,2,8,1,37,16,31,23,60,12,"7,11,13"
nominal,13,8,61,60,96,0.05245901639344262,3.1475409836065573,0.032396565183450424,True,3.6459016393442623,5.0,61,1.0,8,0.13333333333333333,0.31925275760021515,8,32,55,60,3,15,31,22,25,1,16,14,19,2,8,1,41,15,35,23,60,12,"7,11,13"
degraded_ego,13,8,61,60,109,0.059562841530054644,3.5737704918032787,0.036065573770491806,True,3.3950819672131147,5.0,61,1.0,7,0.11666666666666667,0.13854990583804142,7,31,54,60,3,16,34,32,24,1,16,14,19,2,8,1,41,18,43,21,60,12,"7,11,13"
ambiguous_local_context,13,8,61,60,99,0.054098360655737705,3.2459016393442623,0.035037730939370286,True,3.5781420765027323,5.0,61,1.0,6,0.1,0.13582458972289477,6,30,53,60,3,11,30,26,29,1,16,14,19,2,8,1,40,15,33,20,60,12,"7,11,13"
noisy_untrusted_external,13,8,61,60,105,0.05737704918032787,3.442622950819672,0.05214676034348165,True,3.413114754098361,5.0,61,1.0,8,0.13333333333333333,0.20896301909013765,8,32,55,60,4,12,33,29,27,1,16,14,19,2,8,1,45,18,40,24,60,12,"7,11,13"
nominal,13,9,61,60,103,0.05628415300546448,3.377049180327869,0.03542805100182149,True,3.5207650273224043,5.0,61,1.0,6,0.1,0.1555981526320509,6,30,53,60,3,16,33,22,29,1,16,14,19,2,8,1,41,22,34,18,60,12,"7,11,13"
degraded_ego,13,9,61,60,88,0.048087431693989074,2.8852459016393444,0.00819672131147541,True,3.8759562841530055,6.0,61,1.0,8,0.13333333333333333,0.47832212357636084,8,32,55,60,3,17,26,21,21,1,16,14,19,2,8,1,41,12,33,21,60,12,"7,11,13"
ambiguous_local_context,13,9,61,60,92,0.05027322404371585,3.0163934426229506,0.020179547228727557,True,3.7633879781420765,6.0,61,1.0,5,0.08333333333333333,0.14147161689534568,5,29,52,60,4,13,28,19,28,1,16,14,19,2,8,1,38,17,35,23,60,12,"7,11,13"
noisy_untrusted_external,13,9,61,60,95,0.05191256830601093,3.1147540983606556,0.013114754098360656,True,3.6,5.0,61,1.0,7,0.11666666666666667,0.20803650505544827,7,31,54,60,4,14,27,26,24,1,16,14,19,2,8,1,41,15,39,28,60,12,"7,11,13"
nominal,13,10,61,60,77,0.04207650273224044,2.5245901639344264,0.0,True,4.126775956284153,6.0,61,1.0,8,0.13333333333333333,0.6233615819209041,8,32,55,60,3,8,26,26,14,1,16,14,19,2,8,1,41,17,35,24,60,12,"7,11,13"
degraded_ego,13,10,61,60,104,0.05683060109289618,3.4098360655737703,0.03879781420765027,True,3.5005464480874315,5.0,61,1.0,8,0.13333333333333333,0.24705183391624064,8,32,55,60,3,10,35,25,31,1,16,14,19,2,8,1,29,17,36,25,60,12,"7,11,13"
ambiguous_local_context,13,10,61,60,92,0.05027322404371585,3.0163934426229506,0.04207650273224044,True,3.7431693989071038,5.0,61,1.0,7,0.11666666666666667,0.3451527474408831,7,31,54,60,3,12,34,26,17,1,16,14,19,2,8,1,37,19,42,21,60,12,"7,11,13"
noisy_untrusted_external,13,10,61,60,91,0.04972677595628415,2.9836065573770494,0.007103825136612022,True,3.803825136612022,6.0,61,1.0,8,0.13333333333333333,0.4037010133620302,8,32,55,60,3,10,32,25,21,1,16,14,19,2,8,1,43,21,32,27,60,12,"7,11,13"
nominal,13,11,61,60,102,0.05573770491803279,3.3442622950819674,0.0633879781420765,True,3.5262295081967214,5.0,61,1.0,8,0.13333333333333333,0.20911989140802717,8,32,55,60,3,19,28,30,22,1,16,14,19,2,8,1,43,17,37,21,60,12,"7,11,13"
degraded_ego,13,11,61,60,89,0.048633879781420766,2.918032786885246,0.004605776736924278,True,3.7333333333333334,5.0,61,1.0,5,0.08333333333333333,0.22574014968082765,5,29,52,60,4,10,24,26,25,1,16,14,19,2,8,1,43,14,39,18,60,12,"7,11,13"
ambiguous_local_context,13,11,61,60,92,0.05027322404371585,3.0163934426229506,0.05683060109289618,True,3.819672131147541,6.0,61,1.0,6,0.1,0.2972060801721819,6,30,53,60,4,12,29,30,17,1,16,14,19,2,8,1,43,20,36,26,60,12,"7,11,13"
noisy_untrusted_external,13,11,61,60,95,0.05191256830601093,3.1147540983606556,0.006010928961748634,True,3.675409836065574,5.0,61,1.0,8,0.13333333333333333,0.30399919289749805,8,32,55,60,3,13,36,22,21,1,16,14,19,2,8,1,36,15,43,18,60,12,"7,11,13"
nominal,7,0,201,200,559,0.02781094527363184,5.562189054726368,0.030247613083433978,True,3.3134166666666665,4.0,201,1.0,6,0.03,0.007244614007937223,6,70,156,200,7,137,83,176,156,1,16,14,159,2,8,1,111,96,112,101,200,12,"7,11,13"
degraded_ego,7,0,201,200,534,0.02656716417910448,5.313432835820896,0.030492834970446907,True,3.4091666666666667,5.0,201,1.0,7,0.035,0.011306656093517898,7,71,157,200,9,146,67,166,146,1,16,14,159,2,8,1,122,87,123,105,200,12,"7,11,13"
ambiguous_local_context,7,0,201,200,575,0.028606965174129355,5.721393034825871,0.03251637786779416,True,3.254541666666667,4.0,201,1.0,5,0.025,0.003575568631568752,5,69,155,200,6,140,82,200,147,1,16,14,159,2,8,1,121,100,106,97,200,12,"7,11,13"
noisy_untrusted_external,7,0,201,200,584,0.029054726368159204,5.810945273631841,0.03801407190344855,True,3.222583333333333,4.0,201,1.0,6,0.03,0.005378919897066955,6,70,156,200,8,132,83,208,153,1,16,14,159,2,8,1,121,86,116,99,200,12,"7,11,13"
nominal,7,1,201,200,577,0.02870646766169154,5.741293532338308,0.02368176323400204,True,3.227875,4.0,201,1.0,7,0.035,0.009179007211157402,7,71,157,200,12,139,74,204,148,1,16,14,159,2,8,1,112,91,119,103,200,12,"7,11,13"
degraded_ego,7,1,201,200,564,0.028059701492537312,5.611940298507463,0.02791216522559806,True,3.2804166666666665,4.0,201,1.0,8,0.04,0.015806550304724262,8,72,158,200,12,128,81,194,149,1,16,14,159,2,8,1,117,98,118,90,200,12,"7,11,13"
ambiguous_local_context,7,1,201,200,601,0.029900497512437813,5.980099502487562,0.030002391196421046,True,3.1612916666666666,4.0,201,1.0,7,0.035,0.006832854728147678,7,71,157,200,8,152,81,198,162,1,16,14,159,2,8,1,121,89,100,104,200,12,"7,11,13"
noisy_untrusted_external,7,1,201,200,534,0.02656716417910448,5.313432835820896,0.022385298504701487,True,3.3994583333333335,5.0,201,1.0,7,0.035,0.011025381050071096,7,71,157,200,5,120,79,186,144,1,16,14,159,2,8,1,105,95,117,90,200,12,"7,11,13"
nominal,7,2,201,200,552,0.02746268656716418,5.492537313432836,0.033682707563304576,True,3.3490416666666665,4.0,201,1.0,7,0.035,0.009325537871664773,7,71,157,200,8,126,84,184,150,1,16,14,159,2,8,1,119,92,117,97,200,12,"7,11,13"
degraded_ego,7,2,201,200,538,0.026766169154228855,5.353233830845771,0.03130774697938877,True,3.343375,4.0,201,1.0,8,0.04,0.016172001568473097,8,72,158,200,8,125,79,176,150,1,16,14,159,2,8,1,122,96,114,100,200,12,"7,11,13"
ambiguous_local_context,7,2,201,200,560,0.027860696517412936,5.5721393034825875,0.03201455813396112,True,3.279875,4.0,201,1.0,6,0.03,0.0059846751820980095,6,70,156,200,9,139,74,180,158,1,16,14,159,2,8,1,116,86,121,93,200,12,"7,11,13"
noisy_untrusted_external,7,2,201,200,572,0.02845771144278607,5.691542288557214,0.026162118699432132,True,3.268,4.0,201,1.0,6,0.03,0.005482337457375939,6,70,156,200,10,125,88,203,146,1,16,14,159,2,8,1,118,92,112,86,200,12,"7,11,13"
nominal,7,3,201,200,581,0.02890547263681592,5.781094527363184,0.04603314124824222,True,3.269375,4.0,201,1.0,5,0.025,0.003686878762615365,5,69,155,200,9,114,91,197,170,1,16,14,159,2,8,1,112,96,115,91,200,12,"7,11,13"
degraded_ego,7,3,201,200,559,0.02781094527363184,5.562189054726368,0.03315153613661076,True,3.3379583333333334,4.0,201,1.0,5,0.025,0.002955488809722272,5,69,155,200,8,144,72,177,158,1,16,14,159,2,8,1,112,87,118,88,200,12,"7,11,13"
ambiguous_local_context,7,3,201,200,561,0.02791044776119403,5.582089552238806,0.023718335285499464,True,3.3204583333333333,4.0,201,1.0,6,0.03,0.0049498409413567925,6,70,156,200,6,118,84,189,164,1,16,14,159,2,8,1,122,83,124,88,200,12,"7,11,13"
noisy_untrusted_external,7,3,201,200,543,0.027014925373134328,5.402985074626866,0.020310065832453893,True,3.383,4.0,201,1.0,8,0.04,0.01402758521673506,8,72,158,200,8,114,84,178,159,1,16,14,159,2,8,1,115,91,128,97,200,12,"7,11,13"
nominal,7,4,201,200,554,0.027562189054726367,5.512437810945274,0.024367009441636306,True,3.291333333333333,4.0,201,1.0,7,0.035,0.012513119045674927,7,71,157,200,8,146,82,182,136,1,16,14,159,2,8,1,120,100,109,93,200,12,"7,11,13"
degraded_ego,7,4,201,200,573,0.028507462686567165,5.701492537313433,0.026612320466578587,True,3.3085416666666667,4.0,201,1.0,6,0.03,0.0037883636315444815,6,70,156,200,11,142,74,184,162,1,16,14,159,2,8,1,113,95,115,98,200,12,"7,11,13"
ambiguous_local_context,7,4,201,200,583,0.02900497512437811,5.800995024875622,0.03217766527687511,True,3.2420416666666667,4.0,201,1.0,5,0.025,0.0025078598506630034,5,69,155,200,9,129,68,210,167,1,16,14,159,2,8,1,125,96,118,94,200,12,"7,11,13"
noisy_untrusted_external,7,4,201,200,595,0.029601990049751243,5.920398009950249,0.03784822224242768,True,3.2104583333333334,4.0,201,1.0,5,0.025,0.0030715561017799447,5,69,155,200,7,128,72,209,179,1,16,14,159,2,8,1,115,83,106,99,200,12,"7,11,13"
nominal,7,5,201,200,579,0.02880597014925373,5.7611940298507465,0.026771708114991695,True,3.271625,4.0,201,1.0,7,0.035,0.010352255625588974,7,71,157,200,6,147,82,192,152,1,16,14,159,2,8,1,119,103,96,104,200,12,"7,11,13"
degraded_ego,7,5,201,200,528,0.02626865671641791,5.253731343283582,0.027883310719131613,True,3.429375,5.0,201,1.0,8,0.04,0.025557884106955173,8,72,158,200,6,132,71,170,149,1,16,14,159,2,8,1,116,89,120,97,200,12,"7,11,13"
ambiguous_local_context,7,5,201,200,566,0.028159203980099502,5.6318407960199,0.03177348616330179,True,3.333833333333333,4.0,201,1.0,5,0.025,0.002742471573853802,5,69,155,200,7,140,69,192,158,1,16,14,159,2,8,1,117,99,109,99,200,12,"7,11,13"
noisy_untrusted_external,7,5,201,200,537,0.02671641791044776,5.343283582089552,0.031360513450065686,True,3.3997916666666668,4.0,201,1.0,7,0.035,0.013200360211187095,7,71,157,200,9,131,85,180,132,1,16,14,159,2,8,1,118,86,116,103,200,12,"7,11,13"
nominal,7,6,201,200,591,0.029402985074626867,5.880597014925373,0.03304940818687873,True,3.1867916666666667,4.0,201,1.0,5,0.025,0.0034171001005171156,5,69,155,200,10,143,83,196,159,1,16,14,159,2,8,1,108,94,115,103,200,12,"7,11,13"
degraded_ego,7,6,201,200,558,0.027761194029850746,5.552238805970149,0.029611433342776623,True,3.33425,4.0,201,1.0,7,0.035,0.007228478735207738,7,71,157,200,6,157,66,182,147,1,16,14,159,2,8,1,123,93,121,97,200,12,"7,11,13"
ambiguous_local_context,7,6,201,200,567,0.028208955223880595,5.641791044776119,0.03763503592300783,True,3.312375,4.0,201,1.0,5,0.025,0.0027183295853544617,5,69,155,200,6,131,82,204,144,1,16,14,159,2,8,1,107,100,121,99,200,12,"7,11,13"
noisy_untrusted_external,7,6,201,200,590,0.02935323383084577,5.870646766169155,0.02654012654012654,True,3.2361666666666666,4.0,201,1.0,6,0.03,0.004928714695118259,6,70,156,200,11,152,81,192,154,1,16,14,159,2,8,1,100,95,116,95,200,12,"7,11,13"
nominal,7,7,201,200,563,0.02800995024875622,5.601990049751244,0.03343093035574898,True,3.285375,4.0,201,1.0,5,0.025,0.00282504009856752,5,69,155,200,8,138,66,194,157,1,16,14,159,2,8,1,128,93,102,94,200,12,"7,11,13"
degraded_ego,7,7,201,200,605,0.03009950248756219,6.019900497512438,0.03186956769046321,True,3.170375,4.0,201,1.0,7,0.035,0.006010115268384353,7,71,157,200,12,167,90,171,165,1,16,14,159,2,8,1,109,91,103,93,200,12,"7,11,13"
ambiguous_local_context,7,7,201,200,567,0.028208955223880595,5.641791044776119,0.026441275695007038,True,3.293625,4.0,201,1.0,7,0.035,0.013634991949622687,7,71,157,200,9,151,78,191,138,1,16,14,159,2,8,1,114,100,121,95,200,12,"7,11,13"
noisy_untrusted_external,7,7,201,200,597,0.029701492537313433,5.940298507462686,0.043199498774564624,True,3.2507916666666667,4.0,201,1.0,5,0.025,0.0022912800002153656,5,69,155,200,10,153,64,205,165,1,16,14,159,2,8,1,122,96,116,97,200,12,"7,11,13"
nominal,7,8,201,200,602,0.029950248756218906,5.990049751243781,0.04662856166368019,True,3.219708333333333,4.0,201,1.0,5,0.025,0.002667477238767471,5,69,155,200,5,129,79,211,178,1,16,14,159,2,8,1,109,109,113,91,200,12,"7,11,13"
degraded_ego,7,8,201,200,572,0.02845771144278607,5.691542288557214,0.03273995214293721,True,3.2584583333333335,4.0,201,1.0,7,0.035,0.0077793806866852085,7,71,157,200,10,145,77,169,171,1,16,14,159,2,8,1,114,93,112,94,200,12,"7,11,13"
ambiguous_local_context,7,8,201,200,584,0.029054726368159204,5.810945273631841,0.03671730263038428,True,3.2437916666666666,4.0,201,1.0,5,0.025,0.0031305958523737154,5,69,155,200,10,134,86,198,156,1,16,14,159,2,8,1,127,90,115,84,200,12,"7,11,13"
noisy_untrusted_external,7,8,201,200,555,0.027611940298507463,5.522388059701493,0.02790717882904011,True,3.338875,4.0,201,1.0,5,0.025,0.002623507038630699,5,69,155,200,9,132,74,184,156,1,16,14,159,2,8,1,105,88,114,92,200,12,"7,11,13"
nominal,7,9,201,200,571,0.028407960199004975,5.681592039800995,0.03181186111388043,True,3.2708333333333335,4.0,201,1.0,5,0.025,0.004681405024593392,5,69,155,200,8,139,75,203,146,1,16,14,159,2,8,1,123,96,132,110,200,12,"7,11,13"
degraded_ego,7,9,201,200,559,0.02781094527363184,5.562189054726368,0.0277923544604844,True,3.2927916666666666,4.0,201,1.0,5,0.025,0.0036331097115291085,5,69,155,200,10,133,71,205,140,1,16,14,159,2,8,1,119,87,122,96,200,12,"7,11,13"
ambiguous_local_context,7,9,201,200,550,0.02736318407960199,5.472636815920398,0.03058624625788805,True,3.289,4.0,201,1.0,6,0.03,0.009359612702558185,6,70,156,200,9,132,85,193,131,1,16,14,159,2,8,1,111,92,106,98,200,12,"7,11,13"
noisy_untrusted_external,7,9,201,200,554,0.027562189054726367,5.512437810945274,0.03387163352044827,True,3.295875,4.0,201,1.0,5,0.025,0.003205220427772468,5,69,155,200,8,147,73,177,149,1,16,14,159,2,8,1,118,94,117,102,200,12,"7,11,13"
nominal,7,10,201,200,543,0.027014925373134328,5.402985074626866,0.026299143090187868,True,3.3365,4.0,201,1.0,7,0.035,0.011876750000210032,7,71,157,200,6,124,88,195,130,1,16,14,159,2,8,1,112,96,120,94,200,12,"7,11,13"
degraded_ego,7,10,201,200,584,0.029054726368159204,5.810945273631841,0.025824473871005917,True,3.2362083333333334,4.0,201,1.0,5,0.025,0.00308154610316086,5,69,155,200,9,138,68,209,160,1,16,14,159,2,8,1,118,89,121,106,200,12,"7,11,13"
ambiguous_local_context,7,10,201,200,585,0.029104477611940297,5.82089552238806,0.03279634633892755,True,3.2027916666666667,4.0,201,1.0,5,0.025,0.004101571135717853,5,69,155,200,7,148,78,196,156,1,16,14,159,2,8,1,132,84,114,93,200,12,"7,11,13"
noisy_untrusted_external,7,10,201,200,570,0.028358208955223882,5.6716417910447765,0.030795532792898903,True,3.242875,4.0,201,1.0,5,0.025,0.00274393459963227,5,69,155,200,14,133,70,192,161,1,16,14,159,2,8,1,124,97,130,95,200,12,"7,11,13"
nominal,7,11,201,200,561,0.02791044776119403,5.582089552238806,0.03368422622153965,True,3.333375,4.0,201,1.0,7,0.035,0.011333701600185504,7,71,157,200,6,158,88,165,144,1,16,14,159,2,8,1,113,99,117,104,200,12,"7,11,13"
degraded_ego,7,11,201,200,533,0.026517412935323382,5.303482587064677,0.03768307425023843,True,3.408333333333333,5.0,201,1.0,6,0.03,0.009620321019213438,6,70,156,200,7,134,75,170,147,1,16,14,159,2,8,1,114,99,122,102,200,12,"7,11,13"
ambiguous_local_context,7,11,201,200,590,0.02935323383084577,5.870646766169155,0.024646884348376884,True,3.225041666666667,4.0,201,1.0,8,0.04,0.010356890871699147,8,72,158,200,7,153,77,201,152,1,16,14,159,2,8,1,107,92,108,103,200,12,"7,11,13"
noisy_untrusted_external,7,11,201,200,574,0.028557213930348258,5.711442786069652,0.028861851249910954,True,3.2957083333333332,4.0,201,1.0,7,0.035,0.010094227675677513,7,71,157,200,6,155,85,178,150,1,16,14,159,2,8,1,126,100,105,104,200,12,"7,11,13"
nominal,11,0,201,200,562,0.027960199004975126,5.592039800995025,0.029686952075011777,True,3.287,4.0,201,1.0,8,0.04,0.013380064126664162,8,72,158,200,12,137,78,181,154,1,16,14,159,2,8,1,116,83,111,109,200,12,"7,11,13"
degraded_ego,11,0,201,200,565,0.02810945273631841,5.621890547263682,0.033254639224788475,True,3.292333333333333,4.0,201,1.0,6,0.03,0.008484397080333795,6,70,156,200,6,136,79,187,157,1,16,14,159,2,8,1,106,85,110,102,200,12,"7,11,13"
ambiguous_local_context,11,0,201,200,581,0.02890547263681592,5.781094527363184,0.03564384540425389,True,3.189791666666667,4.0,201,1.0,5,0.025,0.0031797423318867192,5,69,155,200,9,118,76,207,171,1,16,14,159,2,8,1,118,103,110,98,200,12,"7,11,13"
noisy_untrusted_external,11,0,201,200,588,0.029253731343283584,5.850746268656716,0.02879969671014447,True,3.2015,4.0,201,1.0,6,0.03,0.004823526269789031,6,70,156,200,10,152,78,203,145,1,16,14,159,2,8,1,117,102,121,101,200,12,"7,11,13"
nominal,11,1,201,200,570,0.028358208955223882,5.6716417910447765,0.03747468672841807,True,3.305,4.0,201,1.0,8,0.04,0.012071761995156369,8,72,158,200,4,151,77,199,139,1,16,14,159,2,8,1,126,101,123,89,200,12,"7,11,13"
degraded_ego,11,1,201,200,603,0.03,6.0,0.0231320154498381,True,3.226625,4.0,201,1.0,6,0.03,0.00407554043781946,6,70,156,200,9,137,91,212,154,1,16,14,159,2,8,1,128,106,114,93,200,12,"7,11,13"
ambiguous_local_context,11,1,201,200,583,0.02900497512437811,5.800995024875622,0.023510872764604108,True,3.279375,4.0,201,1.0,8,0.04,0.014255822202694106,8,72,158,200,12,141,83,199,148,1,16,14,159,2,8,1,123,100,106,99,200,12,"7,11,13"
